input_text,target_text
translate question to dbpedia path: Where do the judge advocate general corps live?,[VAR1] >> dbp:rank >> dbr:Judge_Advocate_General's_Corps [SEP] [VAR1] >> dbp:residence >> [ANS]
translate question to dbpedia path: List the universities with athletics NCAA Division I Football Bowl Subdivision ?,[ANS] >> dbp:athletics >> dbr:NCAA_Division_I_Football_Bowl_Subdivision [SEP] [ANS] >> rdf:type >> dbo:University
translate question to dbpedia path: Who is the builder of the Stadium of Costa Rica women's national football team?,[VAR1] >> dbo:builder >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Stadium [SEP] dbr:Costa_Rica_women's_national_football_team >> dbo:stadium >> [VAR1]
translate question to dbpedia path: How many sitcoms were produced by the company whose predecessor was the Desilu Productions,COUNT >> [ANS] >> dbp:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:predecessor >> dbr:Desilu_Productions
translate question to dbpedia path: What city is the residence of Cheryl Teigs?,dbr:Cheryl_Tiegs >> dbo:residence >> [ANS]
translate question to dbpedia path: Which basketball team's coach is Kurt Rambis?,[ANS] >> dbo:coach >> dbr:Kurt_Rambis
translate question to dbpedia path: Who is the successor of Quest Software ?,dbr:Quest_Software >> dbp:successor >> [ANS]
translate question to dbpedia path: What are some other destinations covered by the airlines whose flights go to the Mediterranean sea?,[VAR1] >> dbo:destination >> [ANS] [SEP] [VAR1] >> dbp:destinations >> dbr:Mediterranean_Sea [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path: Where is the  assembly of Caterpillar 797 ?,dbr:Caterpillar_797 >> dbo:assembly >> [ANS]
translate question to dbpedia path: What is the official residence of the senator who is the deputy of Everett Dirksen?,[VAR1] >> dbo:residence >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Senator [SEP] dbr:Everett_Dirksen >> dbp:deputy >> [VAR1]
translate question to dbpedia path: What are the organisation founded in Texas and Dallas?,[ANS] >> dbo:foundationPlace >> dbr:Dallas [SEP] [ANS] >> dbo:foundationPlace >> dbr:Texas [SEP] [ANS] >> rdf:type >> dbo:Organisation
translate question to dbpedia path: Name the television show whose voice is given by  April Stewart and theme music composer is Primus (band)?,[ANS] >> dbp:themeMusicComposer >> dbr:Primus_(band) [SEP] [ANS] >> dbp:voices >> dbr:April_Stewart [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Name the constituency of  Jonas Gahr Stre ?,dbr:Jonas_Gahr_Støre >> dbp:constituency >> [ANS]
translate question to dbpedia path: Which players have represented Los Angeles Angels of Anaheim?,[ANS] >> dbo:team >> dbr:Los_Angeles_Angels_of_Anaheim [SEP] [ANS] >> rdf:type >> dbo:BaseballPlayer
translate question to dbpedia path: Where did Goran Cengic die?,dbr:Goran_Čengić >> dbp:deathPlace >> [ANS]
translate question to dbpedia path: What is the profession of Claiborne Pell ?,dbr:Claiborne_Pell >> dbo:profession >> [ANS]
translate question to dbpedia path: Which former team of the Harry Parker (baseball) is the  debut team of the Carl Sitton?,dbr:Carl_Sitton >> dbp:debutteam >> [ANS] [SEP] dbr:Harry_Parker_(baseball) >> dbo:formerTeam >> [ANS]
translate question to dbpedia path: What are the county seats of the region which operates the Boeing Field?,[VAR1] >> dbo:countySeat >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Region [SEP] dbr:Boeing_Field >> dbo:operator >> [VAR1]
translate question to dbpedia path: Where is the hometown of A Bartlett Giamatti?,dbr:A._Bartlett_Giamatti >> dbo:hometown >> [ANS]
translate question to dbpedia path: What are the professions of Frederick Frelinghuysen (general) ?,dbr:Frederick_Frelinghuysen_(general) >> dbp:occupation >> [ANS]
translate question to dbpedia path: Did Henry Ford design the Model C?,ASK >> dbr:Ford_Model_C >> dbo:designCompany >> dbr:Henry_Ford
translate question to dbpedia path: Name the species of Southwest African lion ?,dbr:Southwest_African_lion >> dbo:species >> [ANS]
translate question to dbpedia path: Count the sports played at universities located in Urban Areas?,COUNT >> [VAR1] >> dbo:campus >> dbr:Urban_area [SEP] [VAR1] >> dbo:sport >> [ANS]
translate question to dbpedia path: What is the mountain whose parent mountain peak is Nevado de Toluca?,[ANS] >> dbo:parentMountainPeak >> dbr:Nevado_de_Toluca [SEP] [ANS] >> rdf:type >> dbo:Mountain
translate question to dbpedia path: Was Just Another day made by Queen Latifah?,ASK >> dbr:Just_Another_Day... >> dbo:musicalBand >> dbr:Queen_Latifah
translate question to dbpedia path: Who was the narrator in the point?,dbr:The_Point! >> dbp:narrated >> [ANS]
translate question to dbpedia path: Is Stephanie Rice the flagbearer of Australia at the 2008 Summer Olympics?,ASK >> dbr:Australia_at_the_2008_Summer_Olympics >> dbp:flagbearer >> dbr:Stephanie_Rice
translate question to dbpedia path: What is the home town of the Band which is the previous work of Sammy Hagar & Friends ?,[VAR1] >> dbo:hometown >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Band [SEP] dbr:Sammy_Hagar_&_Friends >> dbo:previousWork >> [VAR1]
translate question to dbpedia path: Did Carolyn Heinrich study at the Vanderbilt?,ASK >> dbr:Carolyn_Heinrich >> dbo:institution >> dbr:Vanderbilt_University
translate question to dbpedia path: In which state do darren brass and belvin perry live?,dbr:Belvin_Perry >> dbo:residence >> [ANS] [SEP] dbr:Darren_Brass >> dbo:residence >> [ANS]
translate question to dbpedia path: List all the school of the rugby player whose one of the school is Michael House ?,[VAR1] >> dbo:school >> dbr:Michaelhouse [SEP] [VAR1] >> dbp:school >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:RugbyPlayer
translate question to dbpedia path: What is the official residence of the Christopher Daz Figuero which is also the  state of the Cruce a Nado Internacional,dbr:Christopher_Díaz_Figueroa >> dbp:residence >> [ANS] [SEP] dbr:Cruce_a_Nado_Internacional >> dbo:country >> [ANS]
translate question to dbpedia path: What is the national origin of Focke-Wulf Fw 260 ?,dbr:Focke-Wulf_Fw_260 >> dbp:nationalOrigin >> [ANS]
translate question to dbpedia path: What is manufactured by a company founded by Akio Morita?,[ANS] >> dbo:manufacturer >> [VAR1] [SEP] [VAR1] >> dbp:founder >> dbr:Akio_Morita
translate question to dbpedia path: What is the award presented by Downtown Athletic Club and Yale Club NYCity?,[ANS] >> dbp:presenter >> dbr:Downtown_Athletic_Club [SEP] [ANS] >> dbp:presenter >> dbr:Yale_Club_of_New_York_City [SEP] [ANS] >> rdf:type >> dbo:Award
"translate question to dbpedia path: What is the name of the river whose mouth country is Mozambique and source region is North-Western Province, Zambia?","[ANS] >> dbo:sourceRegion >> dbr:North-Western_Province,_Zambia [SEP] [ANS] >> dbp:mouthCountry >> dbr:Mozambique [SEP] [ANS] >> rdf:type >> dbo:River"
translate question to dbpedia path: List the races of Fergie Sutherland?,dbr:Fergie_Sutherland >> dbp:race >> [ANS]
translate question to dbpedia path: Games on amiga are typically of what kind?,[VAR1] >> dbo:computingPlatform >> dbr:Amiga [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path: Where is the gold coast football club located?,dbr:Gold_Coast_Football_Club >> dbp:location >> [ANS]
translate question to dbpedia path: Which shows are similar to the ones produced by Phil Collinson?,[ANS] >> dbo:related >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:executiveProducer >> dbr:Phil_Collinson
translate question to dbpedia path: What is the country whose leader name is Grard Larcher?,[ANS] >> dbp:leaderName >> dbr:Gérard_Larcher [SEP] [ANS] >> rdf:type >> dbo:Country
translate question to dbpedia path: Who was the influencer of Dave Attel who also starred in Adios Amigo?,dbr:Adiós_Amigo >> dbo:starring >> [ANS] [SEP] dbr:Dave_Attell >> dbo:influencedBy >> [ANS]
translate question to dbpedia path: Name the wine regions of Baco noir?,dbr:Baco_noir >> dbo:wineRegion >> [ANS]
translate question to dbpedia path: What is the awards won by the producer of From the Life of the Marionettes ?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:From_the_Life_of_the_Marionettes >> dbo:producer >> [VAR1]
translate question to dbpedia path: What  is the meaning of the Isa (name) which is also a relegion of Sacred Heart Convent School (Bangkok) ?,dbr:Isa_(name) >> dbp:meaning >> [ANS] [SEP] dbr:Sacred_Heart_Convent_School_(Bangkok) >> dbo:type >> [ANS]
translate question to dbpedia path: List the doctoral students of Harry Harlow ?,dbr:Harry_Harlow >> dbp:doctoralStudents >> [ANS]
translate question to dbpedia path: List the major shrines of the saints whose one of the shrine is St. Takla Haymanot's Church ?,[VAR1] >> dbo:majorShrine >> [ANS] [SEP] [VAR1] >> dbp:majorShrine >> dbr:St._Takla_Haymanot's_Church_(Alexandria) [SEP] [VAR1] >> rdf:type >> dbo:Saint
translate question to dbpedia path: Which currency is used by the record label of the Way to Your Heart?,[VAR1] >> dbp:currency >> [ANS] [SEP] dbr:The_Way_to_Your_Heart >> dbo:recordLabel >> [VAR1]
translate question to dbpedia path: In which department does Raymond Baldwin work?,dbr:Raymond_E._Baldwin >> dbp:branch >> [ANS]
translate question to dbpedia path: Where did the fashion designer study who died at the Stony Brook University Hospital?,[VAR1] >> dbo:deathPlace >> dbr:Stony_Brook_University_Hospital [SEP] [VAR1] >> dbp:education >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:FashionDesigner
translate question to dbpedia path: Was mother teresa beatified by John Paul the second?,ASK >> dbr:Mother_Teresa >> dbp:beatifiedBy >> dbr:Pope_John_Paul_II
translate question to dbpedia path: Which company of Ford Theatre is the owning organization of F0ord Kansa City Assemply Plant ?,dbr:Ford_Kansas_City_Assembly_Plant >> dbo:owningOrganisation >> [ANS] [SEP] dbr:Ford_Theatre >> dbp:company >> [ANS]
translate question to dbpedia path: What is the religion of the relatives of Ananda Weerasekara?,[VAR1] >> dbo:relation >> dbr:Ananda_Weerasekara [SEP] [VAR1] >> dbo:religion >> [ANS]
translate question to dbpedia path: Which religion did both anupong paochinda and udit raj follow?,dbr:Anupong_Paochinda >> dbo:religion >> [ANS] [SEP] dbr:Udit_Raj >> dbo:religion >> [ANS]
translate question to dbpedia path: Who are all the people who used to figure skate with the current partner of Alexa Scimeca?,[VAR1] >> dbo:formerPartner >> [ANS] [SEP] dbr:Alexa_Scimeca >> dbo:currentPartner >> [VAR1]
translate question to dbpedia path: Isaac Hayes has acted in which movies ?,[ANS] >> dbp:starring >> dbr:Isaac_Hayes [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: What is the citizenship of the Sarah Kazemy and land of the Cervelle de canut,dbr:Cervelle_de_canut >> dbo:country >> [ANS] [SEP] dbr:Sarah_Kazemy >> dbo:citizenship >> [ANS]
translate question to dbpedia path: Movie's produced by Michael Deeley has Jordan Cronenweth as director of photography,[ANS] >> dbo:cinematography >> dbr:Jordan_Cronenweth [SEP] [ANS] >> dbo:producer >> dbr:Michael_Deeley [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: What is the company that has products with Windows RT as its OS?,[ANS] >> dbo:product >> [VAR1] [SEP] [VAR1] >> dbp:os >> dbr:Windows_RT
translate question to dbpedia path: How many buildings are located in the jurisdiction of John Tory?,COUNT >> [ANS] >> dbp:location >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Building [SEP] [VAR1] >> dbo:leaderName >> dbr:John_Tory
translate question to dbpedia path: Name some software as a service?,[ANS] >> dbo:license >> dbr:Software_as_a_service [SEP] [ANS] >> rdf:type >> dbo:Software
translate question to dbpedia path: List down the associated musical artist of the writer of Rain Is a Good Thing ?,[VAR1] >> dbo:associatedMusicalArtist >> [ANS] [SEP] dbr:Rain_Is_a_Good_Thing >> dbp:writer >> [VAR1]
translate question to dbpedia path: Who founded the league which was won by Joe McKeehen?,[VAR1] >> dbp:champion >> dbr:Joe_McKeehen [SEP] [VAR1] >> dbp:founded >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:SportsLeague
"translate question to dbpedia path: How many companies were founded in Menlo Park, California?","COUNT >> [ANS] >> dbp:foundation >> dbr:Menlo_Park,_California [SEP] [ANS] >> rdf:type >> dbo:Company"
translate question to dbpedia path: Which European Broadcasting Union's TV show has opening theme as Te Deum ?,[ANS] >> dbo:openingTheme >> dbr:Te_Deum_(Charpentier) [SEP] [ANS] >> dbp:company >> dbr:European_Broadcasting_Union [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: Give me all martial artists trained by Joe Schilling.,[ANS] >> dbo:trainer >> dbr:Joe_Schilling [SEP] [ANS] >> rdf:type >> dbo:MartialArtist
translate question to dbpedia path: Name the musical band of Written in the Stars ?,dbr:Written_in_the_Stars_(Elton_John_and_LeAnn_Rimes_song) >> dbo:musicalBand >> [ANS]
translate question to dbpedia path: Carl Sagan has penned books on how many matters?,COUNT >> [VAR1] >> dbo:author >> dbr:Carl_Sagan [SEP] [VAR1] >> dbp:subject >> [ANS]
translate question to dbpedia path: What is the venerated in of Edwin of Northumbria ?,dbr:Edwin_of_Northumbria >> dbp:veneratedIn >> [ANS]
translate question to dbpedia path: Is william doyle the chairman of Georgetown university?,ASK >> dbr:Georgetown_University >> dbp:chairman >> dbr:William_Doyle_(businessman)
translate question to dbpedia path: Where was Picasso's Last Words recorded ?,dbr:Picasso's_Last_Words_(Drink_to_Me) >> dbp:recorded >> [ANS]
"translate question to dbpedia path: What is the hub airport of Pawan Hans, and is also the largest city of India?",dbr:India >> dbo:largestCity >> [ANS] [SEP] dbr:Pawan_Hans >> dbo:hubAirport >> [ANS]
translate question to dbpedia path: What is the occupation of the people who are born in Iowa?,[VAR1] >> dbo:birthPlace >> dbr:Iowa [SEP] [VAR1] >> dbo:occupation >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path: Where all does the sister station of virgin radio play?,[VAR1] >> dbo:sisterStation >> dbr:Virgin_Radio [SEP] [VAR1] >> dbp:location >> [ANS]
translate question to dbpedia path: Under whom did Charles Drummond Ellis do his PhD?,[ANS] >> dbo:doctoralStudent >> dbr:Charles_Drummond_Ellis
translate question to dbpedia path: How many have company as Paramount Television and network as NBC are there?,COUNT >> [ANS] >> dbo:network >> dbr:NBC [SEP] [ANS] >> dbp:company >> dbr:Paramount_Television
translate question to dbpedia path: Under which president did some politicians live in Kensington?,"[VAR1] >> dbo:president >> [ANS] [SEP] [VAR1] >> dbo:residence >> dbr:Kensington,_Maryland [SEP] [VAR1] >> rdf:type >> dbo:OfficeHolder"
translate question to dbpedia path: Ontario's ice hockey players have been a part of which teams?,[VAR1] >> dbo:team >> [ANS] [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:Ontario [SEP] [VAR1] >> rdf:type >> dbo:IceHockeyPlayer
translate question to dbpedia path: What race of Linda Hogan is the state of origin of the Holmes Colbert ?,dbr:Holmes_Colbert >> dbo:stateOfOrigin >> [ANS] [SEP] dbr:Linda_Hogan >> dbp:ethnicity >> [ANS]
translate question to dbpedia path: Who is the author of Karakuri Dji Ultimo ?,dbr:Karakuri_Dôji_Ultimo >> dbo:author >> [ANS]
translate question to dbpedia path: What is the official residence of Fergus McMaster ?,dbr:Fergus_McMaster >> dbo:residence >> [ANS]
translate question to dbpedia path: Count the different causes of death of Christians.,COUNT >> [VAR1] >> dbo:deathCause >> [ANS] [SEP] [VAR1] >> dbo:religion >> dbr:Christianity
translate question to dbpedia path: How many players debuted their careers from San Francisco 49ers?,COUNT >> [ANS] >> dbo:debutTeam >> dbr:San_Francisco_49ers [SEP] [ANS] >> rdf:type >> dbo:Athlete
translate question to dbpedia path: Name the TV shows whose developer is J. Michael Straczynski and executive producer is Douglas Netter?,[ANS] >> dbo:developer >> dbr:J._Michael_Straczynski [SEP] [ANS] >> dbo:executiveProducer >> dbr:Douglas_Netter [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: What is the company whose one of the key person is Dennis Muilenburg and produces Boeing CH-47 Chinook ?,[ANS] >> dbo:product >> dbr:Boeing_CH-47_Chinook [SEP] [ANS] >> dbp:keyPeople >> dbr:Dennis_Muilenburg [SEP] [ANS] >> rdf:type >> dbo:Company
"translate question to dbpedia path: Which company is located in Harris County, Texas?","[ANS] >> dbo:locationCity >> dbr:Harris_County,_Texas [SEP] [ANS] >> rdf:type >> dbo:Company"
translate question to dbpedia path: Is north america one of the destinations of airtours airways?,ASK >> dbr:Airtours_International_Airways >> dbo:destination >> dbr:North_America
translate question to dbpedia path: Which memeber of South Asia SubRegional Economic cooperation is also the nationality of Aishath saffa ?,dbr:Aishath_Saffa >> dbp:nationality >> [ANS] [SEP] dbr:South_Asia_Subregional_Economic_Cooperation >> dbp:membership >> [ANS]
translate question to dbpedia path: Which board memeber of jimmy Wales also owns Latvian Wikipedia ?,dbr:Jimmy_Wales >> dbo:board >> [ANS] [SEP] dbr:Latvian_Wikipedia >> dbo:owner >> [ANS]
translate question to dbpedia path: Which baseball team is managed by Bruce Bochy?,[ANS] >> dbo:manager >> dbr:Bruce_Bochy [SEP] [ANS] >> rdf:type >> dbo:BaseballTeam
"translate question to dbpedia path: What are the musicals based on, whose lyricist was Shelon Harnick?",[VAR1] >> dbo:basedOn >> [ANS] [SEP] [VAR1] >> dbp:lyrics >> dbr:Sheldon_Harnick [SEP] [VAR1] >> rdf:type >> dbo:Musical
translate question to dbpedia path: Who has given guest appearances on the TV Episodes whose was music done by Mama Makes 3?,[VAR1] >> dbp:guests >> [ANS] [SEP] [VAR1] >> dbp:music >> dbr:Mama_Makes_Three [SEP] [VAR1] >> rdf:type >> dbo:TelevisionEpisode
"translate question to dbpedia path: What series is Mazes of Time from, and is produced by BBC multimedia?",dbr:BBC_Multimedia >> dbo:product >> [ANS] [SEP] dbr:Doctor_Who:_The_Mazes_of_Time >> dbo:series >> [ANS]
translate question to dbpedia path: Is Audie Murphy buried in the Arlington national cementery?,ASK >> dbr:Audie_Murphy >> dbp:placeofburial >> dbr:Arlington_National_Cemetery
translate question to dbpedia path: What are the universities where athletics is regulated by National Collegiate Athletic Association?,[ANS] >> dbo:athletics >> dbr:National_Collegiate_Athletic_Association [SEP] [ANS] >> rdf:type >> dbo:University
"translate question to dbpedia path: Which  office holder's resting place is Alta Mesa Memorial Park and Henry E. Catto, Jr. as predecessor ?","[ANS] >> dbp:predecessor >> dbr:Henry_E._Catto,_Jr. [SEP] [ANS] >> dbp:restingPlace >> dbr:Alta_Mesa_Memorial_Park [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder"
translate question to dbpedia path: Name the TV show whose network is NBC and is the subsequent work of Fraiser ?,[ANS] >> dbo:network >> dbr:NBC [SEP] [ANS] >> dbo:subsequentWork >> dbr:Frasier [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: How many had their debut team coached by Chip Kelly?,COUNT >> [ANS] >> dbo:debutTeam >> [VAR1] [SEP] [VAR1] >> dbp:coach >> dbr:Chip_Kelly
translate question to dbpedia path: Who is the scientist whose academic advisor was Karl Ewald Hasse?,[ANS] >> dbo:academicAdvisor >> dbr:Karl_Ewald_Hasse [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Malaysian highway authority has designed bridges over what things?,[VAR1] >> dbp:crosses >> [ANS] [SEP] [VAR1] >> dbp:designer >> dbr:Malaysian_Highway_Authority [SEP] [VAR1] >> rdf:type >> dbo:Bridge
translate question to dbpedia path: Which labels have published songs written by Harry Connick Jr?,"[VAR1] >> dbo:writer >> dbr:Harry_Connick,_Jr. [SEP] [VAR1] >> dbp:label >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Song"
translate question to dbpedia path: List the academic discipline of the journals whose publisher is SAGE Publications.,[VAR1] >> dbo:academicDiscipline >> [ANS] [SEP] [VAR1] >> dbp:publisher >> dbr:SAGE_Publications [SEP] [VAR1] >> rdf:type >> dbo:AcademicJournal
translate question to dbpedia path: What is the government type of Kumta ?,dbr:Kumta >> dbp:governmentType >> [ANS]
translate question to dbpedia path: whose is famous works are Maniac Magee and Wringer ?,[ANS] >> dbp:notableworks >> dbr:Maniac_Magee [SEP] [ANS] >> dbp:notableworks >> dbr:Wringer_(novel)
translate question to dbpedia path: what kind of games can I find for PC 9800?,[VAR1] >> dbo:computingPlatform >> dbr:PC-9800_Series [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
"translate question to dbpedia path: After the death of which political figure, did the Coalition Provisional Authority came into power?",[ANS] >> dbp:successor >> dbr:Coalition_Provisional_Authority
translate question to dbpedia path: Who owns the radio stations in Alabama?,[VAR1] >> dbo:city >> dbr:Alabama [SEP] [VAR1] >> dbo:owner >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:RadioStation
translate question to dbpedia path: Name the movie whose director is Stanley Kubrick and editor is Anthony Harvey?,[ANS] >> dbo:director >> dbr:Stanley_Kubrick [SEP] [ANS] >> dbo:editing >> dbr:Anthony_Harvey [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: what are the nicknames of the people who are in Ekstraliga?,[VAR1] >> dbp:league >> dbr:Ekstraliga_(speedway) [SEP] [VAR1] >> dbp:nickname >> [ANS]
translate question to dbpedia path: List the alma mater of the person who is wedded to Sissela Bok.,[VAR1] >> dbo:spouse >> dbr:Sissela_Bok [SEP] [VAR1] >> dbp:almaMater >> [ANS]
translate question to dbpedia path: List all the members of the organization whose one of the members is Bangladesh ?,[VAR1] >> dbp:membership >> [ANS] [SEP] [VAR1] >> dbp:membership >> dbr:Bangladesh [SEP] [VAR1] >> rdf:type >> dbo:Organisation
translate question to dbpedia path: Which sports are played in schools founded by Fr Almeida?,[VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbp:founder >> dbr:Fr._Almeida [SEP] [VAR1] >> rdf:type >> dbo:School
translate question to dbpedia path: What is the nationality of the economist who is one of the important people in the Foundation for Economic Education?,[VAR1] >> dbo:nationality >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Economist [SEP] dbr:Foundation_for_Economic_Education >> dbo:keyPerson >> [VAR1]
translate question to dbpedia path: List all discipline of the journals whose one of the discipline is Cerebral blood flow ?,[VAR1] >> dbo:academicDiscipline >> [ANS] [SEP] [VAR1] >> dbo:academicDiscipline >> dbr:Cerebral_blood_flow [SEP] [VAR1] >> rdf:type >> dbo:AcademicJournal
translate question to dbpedia path: Which high school of jerry Tagge is also the nearest city of Tennie laura ?,dbr:Jerry_Tagge >> dbp:highSchool >> [ANS] [SEP] dbr:Tennie_and_Laura_(schooner) >> dbp:nearestCity >> [ANS]
translate question to dbpedia path: In how many different places do Starwood hotels and resorts worldwide operate?,COUNT >> [VAR1] >> dbp:address >> [ANS] [SEP] [VAR1] >> dbp:operator >> dbr:Starwood_Hotels_and_Resorts_Worldwide
translate question to dbpedia path: Which athletics of Jaimatu Muslim Mindano is same as the genre of the Fritz Chess ?,dbr:Fritz_Chess >> dbo:genre >> [ANS] [SEP] dbr:Jamiatu_Muslim_Mindanao >> dbo:athletics >> [ANS]
translate question to dbpedia path: How many utopian and dystopian fiction books are there?,COUNT >> [ANS] >> dbo:literaryGenre >> dbr:Utopian_and_dystopian_fiction
translate question to dbpedia path: Which scientist is known for anthrax and has Karl Ewald Hasse as his academic advisor ?,[ANS] >> dbo:academicAdvisor >> dbr:Karl_Ewald_Hasse [SEP] [ANS] >> dbo:knownFor >> dbr:Anthrax [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Who appointed the governor under whom Richard Winn works?,[VAR1] >> dbp:appointer >> [ANS] [SEP] [VAR1] >> dbp:lieutenant >> dbr:Richard_Winn [SEP] [VAR1] >> rdf:type >> dbo:Governor
translate question to dbpedia path: Where is Vietnam Airlines located ?,dbr:Vietnam_Airlines >> dbo:location >> [ANS]
"translate question to dbpedia path: Which location of  INKAS is also the location of  T.I. Ahmadiyya Senior High School, Kumasi ?","dbr:INKAS >> dbp:locations >> [ANS] [SEP] dbr:T.I._Ahmadiyya_Senior_High_School,_Kumasi >> dbo:denomination >> [ANS]"
translate question to dbpedia path: Which TV show's company is PlayTone and is produced by Stephen E. Ambrose ?,[ANS] >> dbp:company >> dbr:Playtone [SEP] [ANS] >> dbp:producer >> dbr:Stephen_E._Ambrose [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path: What is the route end of NorthSouth Transport Corridor ?,dbr:North–South_Transport_Corridor >> dbo:routeEnd >> [ANS]
translate question to dbpedia path: List the architect of the buildings whose one of the  architect is Philip Webb?,[VAR1] >> dbp:architect >> [ANS] [SEP] [VAR1] >> dbp:architect >> dbr:Philip_Webb [SEP] [VAR1] >> rdf:type >> dbo:Building
translate question to dbpedia path: What is the residence of the bronze medalist of Alpine skiing at the women's downhill competition at the 1972 Winter Olympics?,[VAR1] >> dbp:birthPlace >> [ANS] [SEP] dbr:Alpine_skiing_at_the_1972_Winter_Olympics_–_Women's_downhill >> dbo:bronzeMedalist >> [VAR1]
translate question to dbpedia path: Who is the manufacturer of engine of Jeep Forward Control ?,[VAR1] >> dbo:manufacturer >> [ANS] [SEP] dbr:Jeep_Forward_Control >> dbp:engine >> [VAR1]
translate question to dbpedia path: Which company founded in New Mexico manufactures Visual Studio ?,[ANS] >> dbp:foundation >> dbr:New_Mexico [SEP] [ANS] >> dbp:products >> dbr:Microsoft_Visual_Studio [SEP] [ANS] >> rdf:type >> dbo:Company
"translate question to dbpedia path: Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion","ASK >> dbr:Mazhar_Ul_Haq_High_School,_Beerwah >> dbp:religiousAffiliation >> dbr:Islam"
translate question to dbpedia path: Which government agency is run by Supachai Somcharoen?,[VAR1] >> dbo:leader >> dbr:Supachai_Somcharoen [SEP] [VAR1] >> dbp:agencyName >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:GovernmentAgency
translate question to dbpedia path: What is the owner of Ivanpah Solar Power Facility and the original developer of Dart?,dbr:Dart_(programming_language) >> dbo:developer >> [ANS] [SEP] dbr:Ivanpah_Solar_Power_Facility >> dbo:owner >> [ANS]
translate question to dbpedia path: Find the total number of  ingredient of the recepies whose ingredient is common Mushroom ?,COUNT >> [VAR1] >> dbo:ingredient >> [ANS] [SEP] [VAR1] >> dbo:ingredient >> dbr:Agaricus_bisporus
translate question to dbpedia path: List all the tenants of the stadium where the WWF Summer Slam 2004 took place.,[VAR1] >> dbo:tenant >> [ANS] [SEP] dbr:SummerSlam_(2004) >> dbp:venue >> [VAR1]
translate question to dbpedia path: Who were the founders of Sea Gayle Music?,dbr:Sea_Gayle_Music >> dbp:founder >> [ANS]
translate question to dbpedia path: What religion's politicians are in the Malaysian Chinese association?,[VAR1] >> dbo:party >> dbr:Malaysian_Chinese_Association [SEP] [VAR1] >> dbo:religion >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Politician
translate question to dbpedia path: How many movies are directed by the spouse of Dolores del Ro?,COUNT >> [ANS] >> dbp:director >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbp:partner >> dbr:Dolores_del_Río
translate question to dbpedia path: Which US state gave  us Brian Deegan and Harold Lyold?,dbr:Brian_Deegan_(rider) >> dbp:birthPlace >> [ANS] [SEP] dbr:Harold_Lloyd >> dbp:birthPlace >> [ANS]
translate question to dbpedia path: What are some bands out to texarkana?,"[ANS] >> dbp:origin >> dbr:Texarkana,_Texas [SEP] [ANS] >> rdf:type >> dbo:Band"
translate question to dbpedia path: What is the military branch of John Tower ?,dbr:John_Tower >> dbo:militaryBranch >> [ANS]
