input_text,target_text
translate question to dbpedia path | Entities possibly involved: dbr:Bank_of_Thailand | Question: What is the religion of the governors whose office is the Bank of Thailand?,[VAR1] >> dbo:religion >> [ANS] [SEP] [VAR1] >> dbp:office >> dbr:Bank_of_Thailand [SEP] [VAR1] >> rdf:type >> dbo:Governor
translate question to dbpedia path | Entities possibly involved: dbr:Josep_Maria_Bartomeu | Question: Count everyone who was in a youthclub chaired by Josep Maria Bartomeu ?,COUNT >> [ANS] >> dbp:youthclubs >> [VAR1] [SEP] [VAR1] >> dbp:chairman >> dbr:Josep_Maria_Bartomeu
"translate question to dbpedia path | Entities possibly involved: dbr:Edward_Joseph_Schwartz, dbr:John_Tower | Question: What is the common branch of military of Edward Joseph Schwartz  and John Tower ?",dbr:Edward_Joseph_Schwartz >> dbp:branch >> [ANS] [SEP] dbr:John_Tower >> dbo:militaryBranch >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Christopher_Franke, dbr:TNT_(TV_channel) | Question: Which TNT show has Christopher Franke as artist?",[ANS] >> dbp:artist >> dbr:Christopher_Franke [SEP] [ANS] >> dbp:network >> dbr:TNT_(TV_channel) [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path | Entities possibly involved: dbr:Siberia, dbr:Shimōsa_Plateau | Question: What would be a common border of Siberia and the shimsa plateau?",dbr:Shimōsa_Plateau >> dbo:border >> [ANS] [SEP] dbr:Siberia >> dbo:border >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:The_Information:_A_History,_a_Theory,_a_Flood, dbr:Isaac_Newton | Question: The Information: A History, a Theory, a Flood is a work of Isaac Newton?","ASK >> dbr:The_Information:_A_History,_a_Theory,_a_Flood >> dbo:previousWork >> dbr:Isaac_Newton"
"translate question to dbpedia path | Entities possibly involved: dbr:Rancho_Cucamonga,_California | Question: List all the locations of the companies whose are also located in Rancho Cucamonga, California ?","[VAR1] >> dbo:locationCountry >> [ANS] [SEP] [VAR1] >> dbp:locationCountry >> dbr:Rancho_Cucamonga,_California [SEP] [VAR1] >> rdf:type >> dbo:Company"
"translate question to dbpedia path | Entities possibly involved: dbr:Graham_Holdings_Company, dbr:Indiana | Question: Name the university with affiliations as Graham Holdings Company and campus at Indiana?",[ANS] >> dbo:campus >> dbr:Indiana [SEP] [ANS] >> dbp:affiliations >> dbr:Graham_Holdings_Company [SEP] [ANS] >> rdf:type >> dbo:University
translate question to dbpedia path | Entities possibly involved: dbr:Greeks | Question: Greek writers have won which award?,[VAR1] >> dbo:award >> [ANS] [SEP] [VAR1] >> dbp:ethnicity >> dbr:Greeks [SEP] [VAR1] >> rdf:type >> dbo:Writer
translate question to dbpedia path | Entities possibly involved: dbr:C.D._Primeiro_de_Agosto_(basketball) | Question: In which nation does the league take place where C.D. Primeiro de Agosto play?,[VAR1] >> dbo:country >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:SportsLeague [SEP] dbr:C.D._Primeiro_de_Agosto_(basketball) >> dbo:league >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Nebraska | Question: Where are ethnic group located which speak Nebraskan?,[VAR1] >> dbp:region >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:EthnicGroup [SEP] dbr:Nebraska >> dbo:language >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Roh_Tae-woo, dbr:Lee_Leffingwell | Question: In which war did Roh Tae Woo and Lee Leffingwell fight?",dbr:Lee_Leffingwell >> dbo:battle >> [ANS] [SEP] dbr:Roh_Tae-woo >> dbo:battle >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Edinburgh | Question: For which reasons have the ones born in Edinburgh, died?",[VAR1] >> dbo:deathCause >> [ANS] [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:Edinburgh
"translate question to dbpedia path | Entities possibly involved: dbr:Mac_OS_9, dbr:Tiny_Tower | Question: What company developed Mac OS 9 and also brought Tiny Tower to the market?",dbr:Mac_OS_9 >> dbo:developer >> [ANS] [SEP] dbr:Tiny_Tower >> dbp:distributor >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Plymouth_Savoy | Question: What is the largest city of the country which have an assembly of Plymouth Savoy?,[VAR1] >> dbo:largestCity >> [ANS] [SEP] dbr:Plymouth_Savoy >> dbo:assembly >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Clara_Ng | Question: What is the religion of the ethnic group to which Clara Ng belongs?,[VAR1] >> dbo:religion >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:EthnicGroup [SEP] dbr:Clara_Ng >> dbo:ethnicity >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Vanderbilt_University_Medical_Center | Question: What is the affiliation of Vanderbilt University Medical Center ?,dbr:Vanderbilt_University_Medical_Center >> dbp:affiliation >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Occupation_of_Japan | Question: How many scientist became famous for the battle of Occupation of Japan?,COUNT >> [ANS] >> dbp:knownFor >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Scientist [SEP] [VAR1] >> dbo:battle >> dbr:Occupation_of_Japan
"translate question to dbpedia path | Entities possibly involved: dbr:Steve_Sampson, dbr:Santa_Clara_University | Question: Did Steve Sampson manage a club of Santa Clara university",ASK >> dbr:Steve_Sampson >> dbo:managerClub >> dbr:Santa_Clara_University
translate question to dbpedia path | Entities possibly involved: dbr:New_York_City_Housing_Authority | Question: In which municipalities does the NYC housing authority own buildings?,[VAR1] >> dbo:municipality >> [ANS] [SEP] [VAR1] >> dbo:owningOrganisation >> dbr:New_York_City_Housing_Authority [SEP] [VAR1] >> rdf:type >> dbo:Building
translate question to dbpedia path | Entities possibly involved: dbr:Boston | Question: What have been made in the state whose capital is Boston?,[ANS] >> dbo:location >> [VAR1] [SEP] [VAR1] >> dbp:capital >> dbr:Boston
"translate question to dbpedia path | Entities possibly involved: dbr:Colin_Powell, dbr:Israel | Question: Name the military conflict whose commander was Colin Powell and took place in israel ?",[ANS] >> dbo:commander >> dbr:Colin_Powell [SEP] [ANS] >> dbo:place >> dbr:Israel [SEP] [ANS] >> rdf:type >> dbo:MilitaryConflict
translate question to dbpedia path | Entities possibly involved: dbr:Judge_Advocate_General's_Corps | Question: Where do the judge advocate general corps live?,[VAR1] >> dbp:rank >> dbr:Judge_Advocate_General's_Corps [SEP] [VAR1] >> dbp:residence >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:NCAA_Division_I_Football_Bowl_Subdivision | Question: List the universities with athletics NCAA Division I Football Bowl Subdivision ?,[ANS] >> dbp:athletics >> dbr:NCAA_Division_I_Football_Bowl_Subdivision [SEP] [ANS] >> rdf:type >> dbo:University
translate question to dbpedia path | Entities possibly involved: dbr:Costa_Rica_women's_national_football_team | Question: Who is the builder of the Stadium of Costa Rica women's national football team?,[VAR1] >> dbo:builder >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Stadium [SEP] dbr:Costa_Rica_women's_national_football_team >> dbo:stadium >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Desilu_Productions | Question: How many sitcoms were produced by the company whose predecessor was the Desilu Productions,COUNT >> [ANS] >> dbp:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:predecessor >> dbr:Desilu_Productions
translate question to dbpedia path | Entities possibly involved: dbr:Cheryl_Tiegs | Question: What city is the residence of Cheryl Teigs?,dbr:Cheryl_Tiegs >> dbo:residence >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Kurt_Rambis | Question: Which basketball team's coach is Kurt Rambis?,[ANS] >> dbo:coach >> dbr:Kurt_Rambis
translate question to dbpedia path | Entities possibly involved: dbr:Quest_Software | Question: Who is the successor of Quest Software ?,dbr:Quest_Software >> dbp:successor >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Mediterranean_Sea | Question: What are some other destinations covered by the airlines whose flights go to the Mediterranean sea?,[VAR1] >> dbo:destination >> [ANS] [SEP] [VAR1] >> dbp:destinations >> dbr:Mediterranean_Sea [SEP] [VAR1] >> rdf:type >> dbo:Airline
translate question to dbpedia path | Entities possibly involved: dbr:Caterpillar_797 | Question: Where is the  assembly of Caterpillar 797 ?,dbr:Caterpillar_797 >> dbo:assembly >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Everett_Dirksen | Question: What is the official residence of the senator who is the deputy of Everett Dirksen?,[VAR1] >> dbo:residence >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Senator [SEP] dbr:Everett_Dirksen >> dbp:deputy >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Dallas, dbr:Texas | Question: What are the organisation founded in Texas and Dallas?",[ANS] >> dbo:foundationPlace >> dbr:Dallas [SEP] [ANS] >> dbo:foundationPlace >> dbr:Texas [SEP] [ANS] >> rdf:type >> dbo:Organisation
"translate question to dbpedia path | Entities possibly involved: dbr:April_Stewart, dbr:Primus_(band) | Question: Name the television show whose voice is given by  April Stewart and theme music composer is Primus (band)?",[ANS] >> dbp:themeMusicComposer >> dbr:Primus_(band) [SEP] [ANS] >> dbp:voices >> dbr:April_Stewart [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path | Entities possibly involved: dbr:Jonas_Gahr_Støre | Question: Name the constituency of  Jonas Gahr Stre ?,dbr:Jonas_Gahr_Støre >> dbp:constituency >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Los_Angeles_Angels_of_Anaheim | Question: Which players have represented Los Angeles Angels of Anaheim?,[ANS] >> dbo:team >> dbr:Los_Angeles_Angels_of_Anaheim [SEP] [ANS] >> rdf:type >> dbo:BaseballPlayer
translate question to dbpedia path | Entities possibly involved: dbr:Goran_Čengić | Question: Where did Goran Cengic die?,dbr:Goran_Čengić >> dbp:deathPlace >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Claiborne_Pell | Question: What is the profession of Claiborne Pell ?,dbr:Claiborne_Pell >> dbo:profession >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Harry_Parker_(baseball), dbr:Carl_Sitton | Question: Which former team of the Harry Parker (baseball) is the  debut team of the Carl Sitton?",dbr:Carl_Sitton >> dbp:debutteam >> [ANS] [SEP] dbr:Harry_Parker_(baseball) >> dbo:formerTeam >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Boeing_Field | Question: What are the county seats of the region which operates the Boeing Field?,[VAR1] >> dbo:countySeat >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Region [SEP] dbr:Boeing_Field >> dbo:operator >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:A._Bartlett_Giamatti | Question: Where is the hometown of A Bartlett Giamatti?,dbr:A._Bartlett_Giamatti >> dbo:hometown >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Frederick_Frelinghuysen_(general) | Question: What are the professions of Frederick Frelinghuysen (general) ?,dbr:Frederick_Frelinghuysen_(general) >> dbp:occupation >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Henry_Ford, dbr:Ford_Model_C | Question: Did Henry Ford design the Model C?",ASK >> dbr:Ford_Model_C >> dbo:designCompany >> dbr:Henry_Ford
translate question to dbpedia path | Entities possibly involved: dbr:Southwest_African_lion | Question: Name the species of Southwest African lion ?,dbr:Southwest_African_lion >> dbo:species >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Urban_area | Question: Count the sports played at universities located in Urban Areas?,COUNT >> [VAR1] >> dbo:campus >> dbr:Urban_area [SEP] [VAR1] >> dbo:sport >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Nevado_de_Toluca | Question: What is the mountain whose parent mountain peak is Nevado de Toluca?,[ANS] >> dbo:parentMountainPeak >> dbr:Nevado_de_Toluca [SEP] [ANS] >> rdf:type >> dbo:Mountain
"translate question to dbpedia path | Entities possibly involved: dbr:Just_Another_Day..., dbr:Queen_Latifah | Question: Was Just Another day made by Queen Latifah?",ASK >> dbr:Just_Another_Day... >> dbo:musicalBand >> dbr:Queen_Latifah
translate question to dbpedia path | Entities possibly involved: dbr:The_Point! | Question: Who was the narrator in the point?,dbr:The_Point! >> dbp:narrated >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Stephanie_Rice, dbr:Australia_at_the_2008_Summer_Olympics | Question: Is Stephanie Rice the flagbearer of Australia at the 2008 Summer Olympics?",ASK >> dbr:Australia_at_the_2008_Summer_Olympics >> dbp:flagbearer >> dbr:Stephanie_Rice
translate question to dbpedia path | Entities possibly involved: dbr:Sammy_Hagar_&_Friends | Question: What is the home town of the Band which is the previous work of Sammy Hagar & Friends ?,[VAR1] >> dbo:hometown >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Band [SEP] dbr:Sammy_Hagar_&_Friends >> dbo:previousWork >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Vanderbilt_University, dbr:Carolyn_Heinrich | Question: Did Carolyn Heinrich study at the Vanderbilt?",ASK >> dbr:Carolyn_Heinrich >> dbo:institution >> dbr:Vanderbilt_University
"translate question to dbpedia path | Entities possibly involved: dbr:Belvin_Perry, dbr:Darren_Brass | Question: In which state do darren brass and belvin perry live?",dbr:Belvin_Perry >> dbo:residence >> [ANS] [SEP] dbr:Darren_Brass >> dbo:residence >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Michaelhouse | Question: List all the school of the rugby player whose one of the school is Michael House ?,[VAR1] >> dbo:school >> dbr:Michaelhouse [SEP] [VAR1] >> dbp:school >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:RugbyPlayer
"translate question to dbpedia path | Entities possibly involved: dbr:Cruce_a_Nado_Internacional, dbr:Christopher_Díaz_Figueroa | Question: What is the official residence of the Christopher Daz Figuero which is also the  state of the Cruce a Nado Internacional",dbr:Christopher_Díaz_Figueroa >> dbp:residence >> [ANS] [SEP] dbr:Cruce_a_Nado_Internacional >> dbo:country >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Focke-Wulf_Fw_260 | Question: What is the national origin of Focke-Wulf Fw 260 ?,dbr:Focke-Wulf_Fw_260 >> dbp:nationalOrigin >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Akio_Morita | Question: What is manufactured by a company founded by Akio Morita?,[ANS] >> dbo:manufacturer >> [VAR1] [SEP] [VAR1] >> dbp:founder >> dbr:Akio_Morita
"translate question to dbpedia path | Entities possibly involved: dbr:Downtown_Athletic_Club, dbr:Yale_Club_of_New_York_City | Question: What is the award presented by Downtown Athletic Club and Yale Club NYCity?",[ANS] >> dbp:presenter >> dbr:Downtown_Athletic_Club [SEP] [ANS] >> dbp:presenter >> dbr:Yale_Club_of_New_York_City [SEP] [ANS] >> rdf:type >> dbo:Award
"translate question to dbpedia path | Entities possibly involved: dbr:North-Western_Province,_Zambia, dbr:Mozambique | Question: What is the name of the river whose mouth country is Mozambique and source region is North-Western Province, Zambia?","[ANS] >> dbo:sourceRegion >> dbr:North-Western_Province,_Zambia [SEP] [ANS] >> dbp:mouthCountry >> dbr:Mozambique [SEP] [ANS] >> rdf:type >> dbo:River"
translate question to dbpedia path | Entities possibly involved: dbr:Fergie_Sutherland | Question: List the races of Fergie Sutherland?,dbr:Fergie_Sutherland >> dbp:race >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Amiga | Question: Games on amiga are typically of what kind?,[VAR1] >> dbo:computingPlatform >> dbr:Amiga [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
translate question to dbpedia path | Entities possibly involved: dbr:Gold_Coast_Football_Club | Question: Where is the gold coast football club located?,dbr:Gold_Coast_Football_Club >> dbp:location >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Phil_Collinson | Question: Which shows are similar to the ones produced by Phil Collinson?,[ANS] >> dbo:related >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbo:executiveProducer >> dbr:Phil_Collinson
translate question to dbpedia path | Entities possibly involved: dbr:Gérard_Larcher | Question: What is the country whose leader name is Grard Larcher?,[ANS] >> dbp:leaderName >> dbr:Gérard_Larcher [SEP] [ANS] >> rdf:type >> dbo:Country
"translate question to dbpedia path | Entities possibly involved: dbr:Adiós_Amigo, dbr:Dave_Attell | Question: Who was the influencer of Dave Attel who also starred in Adios Amigo?",dbr:Adiós_Amigo >> dbo:starring >> [ANS] [SEP] dbr:Dave_Attell >> dbo:influencedBy >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Baco_noir | Question: Name the wine regions of Baco noir?,dbr:Baco_noir >> dbo:wineRegion >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:From_the_Life_of_the_Marionettes | Question: What is the awards won by the producer of From the Life of the Marionettes ?,[VAR1] >> dbp:awards >> [ANS] [SEP] dbr:From_the_Life_of_the_Marionettes >> dbo:producer >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Isa_(name), dbr:Sacred_Heart_Convent_School_(Bangkok) | Question: What  is the meaning of the Isa (name) which is also a relegion of Sacred Heart Convent School (Bangkok) ?",dbr:Isa_(name) >> dbp:meaning >> [ANS] [SEP] dbr:Sacred_Heart_Convent_School_(Bangkok) >> dbo:type >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Harry_Harlow | Question: List the doctoral students of Harry Harlow ?,dbr:Harry_Harlow >> dbp:doctoralStudents >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:St._Takla_Haymanot's_Church_(Alexandria) | Question: List the major shrines of the saints whose one of the shrine is St. Takla Haymanot's Church ?,[VAR1] >> dbo:majorShrine >> [ANS] [SEP] [VAR1] >> dbp:majorShrine >> dbr:St._Takla_Haymanot's_Church_(Alexandria) [SEP] [VAR1] >> rdf:type >> dbo:Saint
translate question to dbpedia path | Entities possibly involved: dbr:The_Way_to_Your_Heart | Question: Which currency is used by the record label of the Way to Your Heart?,[VAR1] >> dbp:currency >> [ANS] [SEP] dbr:The_Way_to_Your_Heart >> dbo:recordLabel >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Raymond_E._Baldwin | Question: In which department does Raymond Baldwin work?,dbr:Raymond_E._Baldwin >> dbp:branch >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Stony_Brook_University_Hospital | Question: Where did the fashion designer study who died at the Stony Brook University Hospital?,[VAR1] >> dbo:deathPlace >> dbr:Stony_Brook_University_Hospital [SEP] [VAR1] >> dbp:education >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:FashionDesigner
"translate question to dbpedia path | Entities possibly involved: dbr:Mother_Teresa, dbr:Pope_John_Paul_II | Question: Was mother teresa beatified by John Paul the second?",ASK >> dbr:Mother_Teresa >> dbp:beatifiedBy >> dbr:Pope_John_Paul_II
"translate question to dbpedia path | Entities possibly involved: dbr:Ford_Kansas_City_Assembly_Plant, dbr:Ford_Theatre | Question: Which company of Ford Theatre is the owning organization of F0ord Kansa City Assemply Plant ?",dbr:Ford_Kansas_City_Assembly_Plant >> dbo:owningOrganisation >> [ANS] [SEP] dbr:Ford_Theatre >> dbp:company >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Ananda_Weerasekara | Question: What is the religion of the relatives of Ananda Weerasekara?,[VAR1] >> dbo:relation >> dbr:Ananda_Weerasekara [SEP] [VAR1] >> dbo:religion >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Anupong_Paochinda, dbr:Udit_Raj | Question: Which religion did both anupong paochinda and udit raj follow?",dbr:Anupong_Paochinda >> dbo:religion >> [ANS] [SEP] dbr:Udit_Raj >> dbo:religion >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Alexa_Scimeca | Question: Who are all the people who used to figure skate with the current partner of Alexa Scimeca?,[VAR1] >> dbo:formerPartner >> [ANS] [SEP] dbr:Alexa_Scimeca >> dbo:currentPartner >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Isaac_Hayes | Question: Isaac Hayes has acted in which movies ?,[ANS] >> dbp:starring >> dbr:Isaac_Hayes [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [ANS] >> rdf:type >> dbo:Film
"translate question to dbpedia path | Entities possibly involved: dbr:Cervelle_de_canut, dbr:Sarah_Kazemy | Question: What is the citizenship of the Sarah Kazemy and land of the Cervelle de canut",dbr:Cervelle_de_canut >> dbo:country >> [ANS] [SEP] dbr:Sarah_Kazemy >> dbo:citizenship >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Jordan_Cronenweth, dbr:Michael_Deeley | Question: Movie's produced by Michael Deeley has Jordan Cronenweth as director of photography",[ANS] >> dbo:cinematography >> dbr:Jordan_Cronenweth [SEP] [ANS] >> dbo:producer >> dbr:Michael_Deeley [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path | Entities possibly involved: dbr:Windows_RT | Question: What is the company that has products with Windows RT as its OS?,[ANS] >> dbo:product >> [VAR1] [SEP] [VAR1] >> dbp:os >> dbr:Windows_RT
translate question to dbpedia path | Entities possibly involved: dbr:John_Tory | Question: How many buildings are located in the jurisdiction of John Tory?,COUNT >> [ANS] >> dbp:location >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Building [SEP] [VAR1] >> dbo:leaderName >> dbr:John_Tory
translate question to dbpedia path | Entities possibly involved: dbr:Software_as_a_service | Question: Name some software as a service?,[ANS] >> dbo:license >> dbr:Software_as_a_service [SEP] [ANS] >> rdf:type >> dbo:Software
translate question to dbpedia path | Entities possibly involved: dbr:Rain_Is_a_Good_Thing | Question: List down the associated musical artist of the writer of Rain Is a Good Thing ?,[VAR1] >> dbo:associatedMusicalArtist >> [ANS] [SEP] dbr:Rain_Is_a_Good_Thing >> dbp:writer >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Joe_McKeehen | Question: Who founded the league which was won by Joe McKeehen?,[VAR1] >> dbp:champion >> dbr:Joe_McKeehen [SEP] [VAR1] >> dbp:founded >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:SportsLeague
"translate question to dbpedia path | Entities possibly involved: dbr:Menlo_Park,_California | Question: How many companies were founded in Menlo Park, California?","COUNT >> [ANS] >> dbp:foundation >> dbr:Menlo_Park,_California [SEP] [ANS] >> rdf:type >> dbo:Company"
"translate question to dbpedia path | Entities possibly involved: dbr:European_Broadcasting_Union, dbr:Te_Deum_(Charpentier) | Question: Which European Broadcasting Union's TV show has opening theme as Te Deum ?",[ANS] >> dbo:openingTheme >> dbr:Te_Deum_(Charpentier) [SEP] [ANS] >> dbp:company >> dbr:European_Broadcasting_Union [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path | Entities possibly involved: dbr:Joe_Schilling | Question: Give me all martial artists trained by Joe Schilling.,[ANS] >> dbo:trainer >> dbr:Joe_Schilling [SEP] [ANS] >> rdf:type >> dbo:MartialArtist
translate question to dbpedia path | Entities possibly involved: dbr:Written_in_the_Stars_(Elton_John_and_LeAnn_Rimes_song) | Question: Name the musical band of Written in the Stars ?,dbr:Written_in_the_Stars_(Elton_John_and_LeAnn_Rimes_song) >> dbo:musicalBand >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Carl_Sagan | Question: Carl Sagan has penned books on how many matters?,COUNT >> [VAR1] >> dbo:author >> dbr:Carl_Sagan [SEP] [VAR1] >> dbp:subject >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Edwin_of_Northumbria | Question: What is the venerated in of Edwin of Northumbria ?,dbr:Edwin_of_Northumbria >> dbp:veneratedIn >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Georgetown_University, dbr:William_Doyle_(businessman) | Question: Is william doyle the chairman of Georgetown university?",ASK >> dbr:Georgetown_University >> dbp:chairman >> dbr:William_Doyle_(businessman)
translate question to dbpedia path | Entities possibly involved: dbr:Picasso's_Last_Words_(Drink_to_Me) | Question: Where was Picasso's Last Words recorded ?,dbr:Picasso's_Last_Words_(Drink_to_Me) >> dbp:recorded >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Pawan_Hans, dbr:India | Question: What is the hub airport of Pawan Hans, and is also the largest city of India?",dbr:India >> dbo:largestCity >> [ANS] [SEP] dbr:Pawan_Hans >> dbo:hubAirport >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Iowa | Question: What is the occupation of the people who are born in Iowa?,[VAR1] >> dbo:birthPlace >> dbr:Iowa [SEP] [VAR1] >> dbo:occupation >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person
translate question to dbpedia path | Entities possibly involved: dbr:Virgin_Radio | Question: Where all does the sister station of virgin radio play?,[VAR1] >> dbo:sisterStation >> dbr:Virgin_Radio [SEP] [VAR1] >> dbp:location >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Charles_Drummond_Ellis | Question: Under whom did Charles Drummond Ellis do his PhD?,[ANS] >> dbo:doctoralStudent >> dbr:Charles_Drummond_Ellis
"translate question to dbpedia path | Entities possibly involved: dbr:NBC, dbr:Paramount_Television | Question: How many have company as Paramount Television and network as NBC are there?",COUNT >> [ANS] >> dbo:network >> dbr:NBC [SEP] [ANS] >> dbp:company >> dbr:Paramount_Television
"translate question to dbpedia path | Entities possibly involved: dbr:Kensington,_Maryland | Question: Under which president did some politicians live in Kensington?","[VAR1] >> dbo:president >> [ANS] [SEP] [VAR1] >> dbo:residence >> dbr:Kensington,_Maryland [SEP] [VAR1] >> rdf:type >> dbo:OfficeHolder"
translate question to dbpedia path | Entities possibly involved: dbr:Ontario | Question: Ontario's ice hockey players have been a part of which teams?,[VAR1] >> dbo:team >> [ANS] [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:Ontario [SEP] [VAR1] >> rdf:type >> dbo:IceHockeyPlayer
"translate question to dbpedia path | Entities possibly involved: dbr:Linda_Hogan, dbr:Holmes_Colbert | Question: What race of Linda Hogan is the state of origin of the Holmes Colbert ?",dbr:Holmes_Colbert >> dbo:stateOfOrigin >> [ANS] [SEP] dbr:Linda_Hogan >> dbp:ethnicity >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Karakuri_Dôji_Ultimo | Question: Who is the author of Karakuri Dji Ultimo ?,dbr:Karakuri_Dôji_Ultimo >> dbo:author >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Fergus_McMaster | Question: What is the official residence of Fergus McMaster ?,dbr:Fergus_McMaster >> dbo:residence >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Christianity | Question: Count the different causes of death of Christians.,COUNT >> [VAR1] >> dbo:deathCause >> [ANS] [SEP] [VAR1] >> dbo:religion >> dbr:Christianity
translate question to dbpedia path | Entities possibly involved: dbr:San_Francisco_49ers | Question: How many players debuted their careers from San Francisco 49ers?,COUNT >> [ANS] >> dbo:debutTeam >> dbr:San_Francisco_49ers [SEP] [ANS] >> rdf:type >> dbo:Athlete
"translate question to dbpedia path | Entities possibly involved: dbr:Douglas_Netter, dbr:J._Michael_Straczynski | Question: Name the TV shows whose developer is J. Michael Straczynski and executive producer is Douglas Netter?",[ANS] >> dbo:developer >> dbr:J._Michael_Straczynski [SEP] [ANS] >> dbo:executiveProducer >> dbr:Douglas_Netter [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
"translate question to dbpedia path | Entities possibly involved: dbr:Boeing_CH-47_Chinook, dbr:Dennis_Muilenburg | Question: What is the company whose one of the key person is Dennis Muilenburg and produces Boeing CH-47 Chinook ?",[ANS] >> dbo:product >> dbr:Boeing_CH-47_Chinook [SEP] [ANS] >> dbp:keyPeople >> dbr:Dennis_Muilenburg [SEP] [ANS] >> rdf:type >> dbo:Company
